source_space_name,room_category,matched_token,classification_status,thermal_zone,floor_area_m2,exterior_area_m2,design_people,people_per_m2,m2_per_person,space_type_defaulted,explicit_space_type,effective_space_type,metadata_status,metadata_conflicts,people_source_kinds,people_source_names,people_definition_names,people_calculation_methods,people_definition_values,number_schedules,activity_schedules,fraction_radiant_values,sensible_heat_fraction_values,co2_generation_rate_m3_s_person_values,oa_defaulted,oa_name,oa_method,oa_flow_per_person_m3_s_person,oa_flow_per_area_m3_s_m2,oa_flow_rate_m3_s,oa_ach_per_h,oa_schedule,source_handle
d-b-hall-10,terminal_hall,hall,CLASSIFIED,dbhall10,850,1150,45.746619,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{c0ce87f8-019d-467b-8fd4-cf473f1d95a4}
d-b-hall-11,terminal_hall,hall,CLASSIFIED,dbhall11,588.438608,825.598177,31.669502,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{d387660e-e724-466a-9cd8-f029f503201b}
d-b-hall-12,terminal_hall,hall,CLASSIFIED,dbhall12,704.491659,1038.383396,37.915426,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{f1935945-be73-47c1-abf1-885fc4643124}
d-b-hall-13,terminal_hall,hall,CLASSIFIED,dbhall13,542.041166,839.489351,29.172413,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{48d78af9-8c0d-4766-bf41-992ceb4eb189}
d-b-hall-14,terminal_hall,hall,CLASSIFIED,dbhall14,634.445557,742.338535,34.145576,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{ffb91a81-b04b-429f-940e-bf609f83765a}
d-b-hall-15,terminal_hall,hall,CLASSIFIED,dbhall15,1270.00422,1621.044484,68.351058,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{3afaa7fc-ac90-492c-ab1d-e68855e45cee}
d-b-hall-16,terminal_hall,hall,CLASSIFIED,dbhall16,1352.227846,1780.326501,72.776297,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{97854c1b-b5a5-4f5a-bc91-981a2b626300}
d-b-hall-17,terminal_hall,hall,CLASSIFIED,dbhall17,844.014633,1017.307715,45.42449,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{e5dbb701-9fc1-44fb-a49a-bd67d4489d5c}
d-b-hall-2,terminal_hall,hall,CLASSIFIED,dbhall2,1179.223698,1971.607171,63.465291,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{9ece0669-7035-4fe9-b746-3188a1ee7bfd}
d-b-hall-3,terminal_hall,hall,CLASSIFIED,dbhall3,563.023481,734.16434,30.301672,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{4db0470c-494c-47d5-8c46-70e04f9f0c11}
d-b-hall-4,terminal_hall,hall,CLASSIFIED,dbhall4,495.449869,586.902951,26.66489,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{d6e12176-a304-4944-81c2-48c4e9266ff5}
d-b-hall-5,terminal_hall,hall,CLASSIFIED,dbhall5,337.917225,489.008504,18.186554,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{4279ce9c-27e1-495f-8e14-3a4a690699d4}
d-b-hall-6,terminal_hall,hall,CLASSIFIED,dbhall6,668.878285,1046.976267,35.99873,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{c6c49733-9e01-487c-9b52-b370302c2e16}
d-b-hall-7,terminal_hall,hall,CLASSIFIED,dbhall7,735.064619,1074.374848,39.560849,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{f9a27d80-3b45-4306-a3bd-6fcd20cfb914}
d-b-hall-8,terminal_hall,hall,CLASSIFIED,dbhall8,850,1150,45.746619,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{11804338-4526-435c-a4d7-b78dd177e19c}
d-b-hall-9,terminal_hall,hall,CLASSIFIED,dbhall9,175,225,9.418422,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{72c399f5-2052-4261-9844-b56ee713ad79}
d-b-office-1,office,office,CLASSIFIED,dboffice1,215.053364,215.053364,10.995372,0.051129,19.558535,false,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 1,SOURCE_METADATA_CONSISTENT,,space_type,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 People Definition,People/Area,0.0511285744793712,Office Work Occ,Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - ClosedOffice - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{9fe3007f-2ca2-455d-b0fa-5c43c118bd2d}
d-b-office-10,office,office,CLASSIFIED,dboffice10,51.60134,51.60134,2.638303,0.051129,19.558535,false,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 1,SOURCE_METADATA_CONSISTENT,,space_type,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 People Definition,People/Area,0.0511285744793712,Office Work Occ,Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - ClosedOffice - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{254487bc-a579-4de1-8cd7-8c04e40c9a8e}
d-b-office-11,office,office,CLASSIFIED,dboffice11,172.019219,172.019219,8.795097,0.051129,19.558535,false,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 1,SOURCE_METADATA_CONSISTENT,,space_type,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 People Definition,People/Area,0.0511285744793712,Office Work Occ,Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - ClosedOffice - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{bf4b51fd-0722-4247-a387-2dea7093f845}
d-b-office-2,office,office,CLASSIFIED,dboffice2,307.741473,307.741473,15.734383,0.051129,19.558535,false,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 1,SOURCE_METADATA_CONSISTENT,,space_type,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 People Definition,People/Area,0.0511285744793712,Office Work Occ,Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - ClosedOffice - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{df76bff8-9b46-408f-b272-10b7eb1fa08d}
d-b-office-3,office,office,CLASSIFIED,dboffice3,178.653937,178.653937,9.134321,0.051129,19.558535,false,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 1,SOURCE_METADATA_CONSISTENT,,space_type,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 People Definition,People/Area,0.0511285744793712,Office Work Occ,Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - ClosedOffice - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{c21d7b14-facb-4672-ba4d-5a46c9e51abb}
d-b-office-4,office,office,CLASSIFIED,dboffice4,60.980963,60.980963,3.11787,0.051129,19.558535,false,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 1,SOURCE_METADATA_CONSISTENT,,space_type,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 People Definition,People/Area,0.0511285744793712,Office Work Occ,Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - ClosedOffice - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{20fc0199-191f-4a36-8b56-d962db01e312}
d-b-office-5,office,office,CLASSIFIED,dboffice 5,60.980963,89.397068,3.11787,0.051129,19.558535,false,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 1,SOURCE_METADATA_CONSISTENT,,space_type,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 People Definition,People/Area,0.0511285744793712,Office Work Occ,Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - ClosedOffice - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{a385a907-0e42-408b-9e19-18e735f4b8e9}
d-b-office-6,office,office,CLASSIFIED,dboffice6,105.623973,164.896685,5.684635,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{a03f3043-3a15-4b9c-8f99-40491f05a51c}
d-b-office-7,office,office,CLASSIFIED,dboffice7,40.848987,40.848987,2.08855,0.051129,19.558535,false,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 1,SOURCE_METADATA_CONSISTENT,,space_type,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 People Definition,People/Area,0.0511285744793712,Office Work Occ,Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - ClosedOffice - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{f34e2e06-d72c-4f4b-ac94-8364cfae3906}
d-b-office-8,office,office,CLASSIFIED,dboffice8,79.593792,79.593792,4.069517,0.051129,19.558535,false,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 1,SOURCE_METADATA_CONSISTENT,,space_type,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 People Definition,People/Area,0.0511285744793712,Office Work Occ,Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - ClosedOffice - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{e2240422-6506-4280-a730-281e9b2ed95f}
d-b-office-9,office,office,CLASSIFIED,dboffice9,62.864338,62.864338,3.214164,0.051129,19.558535,false,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 1,SOURCE_METADATA_CONSISTENT,,space_type,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 People Definition,People/Area,0.0511285744793712,Office Work Occ,Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - ClosedOffice - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{e82da268-ac74-4326-937f-4bd665ef5ec8}
d-b-restroom-1,restroom,restroom,CLASSIFIED,dbrestroom1,478.676674,478.676674,51.524328,0.107639,9.290304,false,189.1-2009 - Office - Restroom - CZ4-8,189.1-2009 - Office - Restroom - CZ4-8,SOURCE_METADATA_CONSISTENT,,space_type,189.1-2009 - Office - Restroom - CZ4-8,189.1-2009 - Office - Restroom - CZ4-8 People Definition,People/Area,0.107639104167097,Office Misc Occ,Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - Restroom - CZ4-8 Ventilation,Sum,0,0.004877,0,0,,{3184e84c-493d-49c6-a62b-50f17c7e3996}
d-b-restroom-2,restroom,restroom,CLASSIFIED,dbrestroom2,111.758438,111.758438,12.029578,0.107639,9.290304,false,189.1-2009 - Office - Restroom - CZ4-8,189.1-2009 - Office - Restroom - CZ4-8,SOURCE_METADATA_CONSISTENT,,space_type,189.1-2009 - Office - Restroom - CZ4-8,189.1-2009 - Office - Restroom - CZ4-8 People Definition,People/Area,0.107639104167097,Office Misc Occ,Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - Restroom - CZ4-8 Ventilation,Sum,0,0.004877,0,0,,{bf5c85e2-aba7-470a-aaf0-412788ddf562}
d-b-restroom-3,restroom,restroom,CLASSIFIED,dbrestroom3,150,150,16.145866,0.107639,9.290304,false,189.1-2009 - Office - Restroom - CZ4-8,189.1-2009 - Office - Restroom - CZ4-8,SOURCE_METADATA_CONSISTENT,,space_type,189.1-2009 - Office - Restroom - CZ4-8,189.1-2009 - Office - Restroom - CZ4-8 People Definition,People/Area,0.107639104167097,Office Misc Occ,Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - Restroom - CZ4-8 Ventilation,Sum,0,0.004877,0,0,,{4d0f7af5-c3ad-4fdf-90a4-77567a54bdc5}
d-b-restroom-4,restroom,restroom,CLASSIFIED,dbrestroom4,69.698405,69.698405,7.502274,0.107639,9.290304,false,189.1-2009 - Office - Restroom - CZ4-8,189.1-2009 - Office - Restroom - CZ4-8,SOURCE_METADATA_CONSISTENT,,space_type,189.1-2009 - Office - Restroom - CZ4-8,189.1-2009 - Office - Restroom - CZ4-8 People Definition,People/Area,0.107639104167097,Office Misc Occ,Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - Restroom - CZ4-8 Ventilation,Sum,0,0.004877,0,0,,{7e4292be-6021-444f-bf21-7e0dad721a23}
hall-1-1,terminal_hall,hall,CLASSIFIED,Thermal Zone: hall-1-1,585.123686,728.516329,31.491095,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{859c43d8-e0ae-4860-9065-a497b356f7b6}
hall-1-10,terminal_hall,hall,CLASSIFIED,Thermal Zone: hall-1-10,924.322701,1231.973232,49.746634,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{45aa26ff-5a14-4270-8c04-41d1acd6e25f}
hall-1-11,terminal_hall,hall,CLASSIFIED,Thermal Zone: hall-1-11,236.478761,290.340634,12.727181,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{638b319c-9dbb-4b84-8645-28c77ea62902}
hall-1-12,terminal_hall,hall,CLASSIFIED,Thermal Zone: hall-1-12,1456.653839,1848.416975,78.396457,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{965f5388-488b-486b-a983-10951bf23ef9}
hall-1-13,terminal_hall,hall,CLASSIFIED,Thermal Zone: hall-1-13,1437.613015,1687.954019,77.371689,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{45e68b5b-282a-43dd-8d16-aa6d762cef98}
hall-1-2,terminal_hall,hall,CLASSIFIED,Thermal Zone: hall-1-2,694.493818,866.907129,37.377346,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{65b17730-782c-4893-9397-4496b75cd76f}
hall-1-3,terminal_hall,hall,CLASSIFIED,Thermal Zone: hall-1-3,758.956935,930.703175,40.846722,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{b017aefa-24fd-452e-a7b6-fa8fd6c9efaf}
hall-1-4,terminal_hall,hall,CLASSIFIED,Thermal Zone: hall-1-4,390.168004,544.84471,20.998667,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{d658674d-0a70-4f62-9924-69dd9f5164d2}
hall-1-5,terminal_hall,hall,CLASSIFIED,Thermal Zone: hall-1-5,550.925686,706.427822,29.650574,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{aed6d72f-ce47-4d41-88a5-e1044af95e25}
hall-1-6,terminal_hall,hall,CLASSIFIED,Thermal Zone: hall-1-6,393.844357,516.629979,21.196527,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{b3d9bc47-def0-44b1-99f7-4b634b389e0b}
hall-1-7,terminal_hall,hall,CLASSIFIED,Thermal Zone: hall-1-7,380.734224,475.117823,20.490945,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{11e770f8-8c70-4faf-805b-52d64755ad60}
hall-1-8,terminal_hall,hall,CLASSIFIED,Thermal Zone: hall-1-8,258.827052,304.251773,13.929956,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{f8794735-0aca-4108-8b9d-51290e9279dc}
